window_start	window_end	cigar_string
124699768	124700767	7058=
124700768	124701767	7058=
124701768	124702767	7058=
124702768	124703767	7058=
124703768	124704767	7058=
124704768	124705767	7058=
124705768	124706767	7058=
124706768	124707767	7058=1X9705=
124707768	124708767	9705=
124708768	124709767	9705=
124709768	124710767	9705=
124710768	124711767	9705=
124711768	124712767	9705=
124712768	124713767	9705=
124713768	124714767	9705=
124714768	124715767	9705=
124715768	124716767	9705=2720I2536=
124716768	124717767	2536=
124717768	124718767	2536=
124718768	124719767	2536=1X3693=
124719768	124720767	3693=
124720768	124721767	3693=
124721768	124722767	3693=1X2149=
124722768	124723767	2149=
124723768	124724767	2149=
124724768	124725767	2149=4080D
124725768	124726767	4080D
124726768	124727767	4080D
124727768	124728767	4080D
124728768	124729767	4080D477=1X2218=
124729768	124730767	2218=
124730768	124731767	2218=1X4239=
124731768	124732767	4239=
124732768	124733767	4239=
124733768	124734767	4239=
124734768	124735767	4239=
124735768	124736767	4239=1X1667=
124736768	124737767	1667=1X434=
124737768	124738767	434=1X5387=
124738768	124739767	5387=
124739768	124740767	5387=
124740768	124741767	5387=
124741768	124742767	5387=
124742768	124743767	5387=1X204=1X1753=
124743768	124744767	1753=
124744768	124745767	1753=1X3762=
124745768	124746767	3762=
124746768	124747767	3762=
124747768	124748767	3762=
124748768	124749767	3762=1X787=
124749768	124750767	787=1X2236=
124750768	124751767	2236=
124751768	124752767	2236=1X926=
124752768	124753767	926=1X2216=
124753768	124754767	2216=
124754768	124755767	2216=1021I1213=
124755768	124756767	1213=1X3637=
124756768	124757767	3637=
124757768	124758767	3637=
124758768	124759767	3637=
124759768	124760767	3637=340I243=1X2362=
124760768	124761767	2362=
124761768	124762767	2362=1X3689=
124762768	124763767	3689=
124763768	124764767	3689=
124764768	124765767	3689=
124765768	124766767	3689=1X196=1X434=
124766768	124767767	434=1X11=1X7=1X19=1X9=1X46=1X3=1X27=1X21=1X87=1X85=1360D
124767768	124768767	1360D
124768768	124769767	1360D2759=
124769768	124770767	2759=
124770768	124771767	2759=1X190=1X931=
124771768	124772767	931=1X1108=
124772768	124773767	1108=1X362=
124773768	124774767	362=1X1411=
124774768	124775767	1411=1X3588=
124775768	124776767	3588=
124776768	124777767	3588=
124777768	124778767	3588=
124778768	124779767	3588=1X101=2X7809=
124779768	124780767	7809=
124780768	124781767	7809=
124781768	124782767	7809=
124782768	124783767	7809=
124783768	124784767	7809=
124784768	124785767	7809=
124785768	124786767	7809=
124786768	124787767	7809=1X1959=
124787768	124788767	1959=
124788768	124789767	1959=1X2895=
124789768	124790767	2895=
124790768	124791767	2895=
124791768	124792767	2895=1X1165=
124792768	124793767	1165=1X204=3399D
124793768	124794767	3399D
124794768	124795767	3399D
124795768	124796767	3399D2997=
124796768	124797767	2997=
124797768	124798767	2997=
124798768	124799767	2997=8156D
124799768	124800767	8156D
124800768	124801767	8156D
124801768	124802767	8156D
124802768	124803767	8156D
124803768	124804767	8156D
124804768	124805767	8156D
124805768	124806767	8156D
124806768	124807767	8156D
124807768	124808767	8156D270=681D337=
124808768	124809767	337=1X870=
124809768	124810767	870=1X3788=
124810768	124811767	3788=
124811768	124812767	3788=
124812768	124813767	3788=1X116=
124813768	124814767	116=1X206=1X9=1X6=1X28=679I2257=
124814768	124815767	2257=
124815768	124816767	2257=1X1102=
124816768	124817767	1102=1X2734=
124817768	124818767	2734=
124818768	124819767	2734=
124819768	124820767	2734=1X2334=
124820768	124821767	2334=
124821768	124822767	2334=1X976=
124822768	124823767	976=1X8699=
124823768	124824767	8699=
124824768	124825767	8699=
124825768	124826767	8699=
124826768	124827767	8699=
124827768	124828767	8699=
124828768	124829767	8699=
124829768	124830767	8699=
124830768	124831767	8699=
124831768	124832767	8699=1X1162=
124832768	124833767	1162=1X5632=
124833768	124834767	5632=
124834768	124835767	5632=
124835768	124836767	5632=
124836768	124837767	5632=
124837768	124838767	5632=
124838768	124839767	5632=1X964=
124839768	124840767	964=1X2165=
124840768	124841767	2165=
124841768	124842767	2165=1X1305=
124842768	124843767	1305=1X1737=
124843768	124844767	1737=
124844768	124845767	1737=1X69=1700D
124845768	124846767	1700D
124846768	124847767	1700D1462=
124847768	124848767	1462=1X412=
124848768	124849767	412=1X1617=
124849768	124850767	1617=1X4258=
124850768	124851767	4258=
124851768	124852767	4258=
124852768	124853767	4258=
124853768	124854767	4258=1X2076=
124854768	124855767	2076=
124855768	124856767	2076=
124856768	124857767	2076=1X706=1I13=1I24=1I227=
124857768	124858767	227=1I99=1D55=1D57=1D48=1D26=1I3=1D8=1D36=1I129=1D148=1I265=1D66=1X221=
124858768	124859767	221=1D149=1X18=1D215=1D64=1D59=1D86=1X41=1I18=1D66=1D54=1I24=1I26=
124859768	124860767	26=1I30=2D77=1I111=1I43=1X3=1D139=1I87=1I23=1D19=1I49=2I126=1D47=1I70=1I27=1I353=
124860768	124861767	353=1D63=1X61=1D38=1X124=1D130=1D56=1D46=1I41=1I140=1X215=
124861768	124862767	215=1I38=1I148=1D22=1D49=1I58=1D611=
124862768	124863767	611=1D66=1I43=1X62=1I85=1D20=1I58=1I71=1D1104=
124863768	124864767	1104=1X2059=
124864768	124865767	2059=
124865768	124866767	2059=1X7913=
124866768	124867767	7913=
124867768	124868767	7913=
124868768	124869767	7913=
124869768	124870767	7913=
124870768	124871767	7913=
124871768	124872767	7913=
124872768	124873767	7913=
124873768	124874767	7913=1X6851=
124874768	124875767	6851=
124875768	124876767	6851=
124876768	124877767	6851=
124877768	124878767	6851=
124878768	124879767	6851=
124879768	124880767	6851=
124880768	124881767	6851=5099I829=
124881768	124882767	829=1X6318=
124882768	124883767	6318=
124883768	124884767	6318=
124884768	124885767	6318=
124885768	124886767	6318=
124886768	124887767	6318=
124887768	124888767	6318=1X5105=
124888768	124889767	5105=
124889768	124890767	5105=
124890768	124891767	5105=
124891768	124892767	5105=
124892768	124893767	5105=1D728=
124893768	124894767	728=1X342=1X2741=
124894768	124895767	2741=
124895768	124896767	2741=
124896768	124897767	2741=1X2261=
124897768	124898767	2261=
124898768	124899767	2261=4078I1699=
124899768	124900767	1699=
124900768	124901767	1699=1X278=1X730=
124901768	124902767	730=1X58=1X258=1020I3072=
124902768	124903767	3072=
124903768	124904767	3072=
124904768	124905767	3072=1X3309=
124905768	124906767	3309=
124906768	124907767	3309=
124907768	124908767	3309=
124908768	124909767	3309=1X2837=
124909768	124910767	2837=
124910768	124911767	2837=1X2503=
124911768	124912767	2503=
124912768	124913767	2503=
124913768	124914767	2503=1X951=
124914768	124915767	951=11221D
124915768	124916767	11221D
124916768	124917767	11221D
124917768	124918767	11221D
124918768	124919767	11221D
124919768	124920767	11221D
124920768	124921767	11221D
124921768	124922767	11221D
124922768	124923767	11221D
124923768	124924767	11221D
124924768	124925767	11221D
124925768	124926767	11221D729=
124926768	124927767	729=2X302=1X12=1X41=1X8=1X11=1X7=2X8=1X9=1X35=1X24=1X18=1X8=1X109=
124927768	124928767	109=1X27=1X8=1X41=1X21=1X16=1X16=1X5=1X39=1X9=1X13=1X3=1X29=1X4=1X6=1X27=1X16=1X13=1X27=1I4=1D40=1X26=1X30=1X29=1X63=1X25=1X111=1X38=1X182=1X87=1X77=
124928768	124929767	77=1X138=1X34=1X105=1X49=2039D
124929768	124930767	2039D
124930768	124931767	2039D59=1X195=1X1192=
124931768	124932767	1192=1X1022=
124932768	124933767	1022=1X2988=
124933768	124934767	2988=
124934768	124935767	2988=
124935768	124936767	2988=1X230=
124936768	124937767	230=2380D
124937768	124938767	2380D
124938768	124939767	2380D6767=
124939768	124940767	6767=
124940768	124941767	6767=
124941768	124942767	6767=
124942768	124943767	6767=
124943768	124944767	6767=
124944768	124945767	6767=
124945768	124946767	6767=1X307=1X1317=
124946768	124947767	1317=1X1910=
124947768	124948767	1910=
124948768	124949767	1910=1X2304=
124949768	124950767	2304=
124950768	124951767	2304=
124951768	124952767	2304=1X265=1X264=1X2478=
124952768	124953767	2478=
124953768	124954767	2478=
124954768	124955767	2478=1X1082=
124955768	124956767	1082=1X1212=
124956768	124957767	1212=1X1620=
124957768	124958767	1620=
124958768	124959767	1620=681I4495=
124959768	124960767	4495=
124960768	124961767	4495=
124961768	124962767	4495=
124962768	124963767	4495=7477I664=
124963768	124964767	664=1X790=1X3516=
124964768	124965767	3516=
124965768	124966767	3516=
124966768	124967767	3516=
124967768	124968767	3516=3061I64=1X79=1X6=1X13=1X2=1X1=1X43=1X20=1X23=1X13=1X13=1X13=1X25=1X298=
124968768	124969767	298=1X329=1X2927=
124969768	124970767	2927=
124970768	124971767	2927=
124971768	124972767	2927=1X3735=
124972768	124973767	3735=
124973768	124974767	3735=
124974768	124975767	3735=
124975768	124976767	3735=11559I327=1X1886=
124976768	124977767	1886=
124977768	124978767	1886=1X341=1X9291=
124978768	124979767	9291=
124979768	124980767	9291=
124980768	124981767	9291=
124981768	124982767	9291=
124982768	124983767	9291=
124983768	124984767	9291=
124984768	124985767	9291=
124985768	124986767	9291=
124986768	124987767	9291=2380I1351=
124987768	124988767	1351=
124988768	124989767	1351=1I1=10876I2452=
124989768	124990767	2452=
124990768	124991767	2452=1X2283=
124991768	124992767	2283=
124992768	124993767	2283=
124993768	124994767	2283=1X5797=
124994768	124995767	5797=
124995768	124996767	5797=
124996768	124997767	5797=
124997768	124998767	5797=
124998768	124999767	5797=1X427=
124999768	125000767	427=1X1060=
125000768	125001767	1060=1X402=5100D
125001768	125002767	5100D
125002768	125003767	5100D
125003768	125004767	5100D
125004768	125005767	5100D
125005768	125006767	5100D2518=
125006768	125007767	2518=
125007768	125008767	2518=
125008768	125009767	2518=1X146=1X1644=
125009768	125010767	1644=
125010768	125011767	1644=1X2161=
125011768	125012767	2161=
125012768	125013767	2161=1X2303=
125013768	125014767	2303=
125014768	125015767	2303=1D3619=
125015768	125016767	3619=
125016768	125017767	3619=
125017768	125018767	3619=
125018768	125019767	3619=1X791=
125019768	125020767	791=1X776=3397D
125020768	125021767	3397D
125021768	125022767	3397D
125022768	125023767	3397D
125023768	125024767	3397D1907=
125024768	125025767	1907=
125025768	125026767	1907=1X3558=
125026768	125027767	3558=
125027768	125028767	3558=
125028768	125029767	3558=1X6911=
125029768	125030767	6911=
125030768	125031767	6911=
125031768	125032767	6911=
125032768	125033767	6911=
125033768	125034767	6911=
125034768	125035767	6911=
125035768	125036767	6911=1X1585=
125036768	125037767	1585=
125037768	125038767	1585=1X130=1700I1958=
125038768	125039767	1958=
125039768	125040767	1958=2717I15196=
125040768	125041767	15196=
125041768	125042767	15196=
125042768	125043767	15196=
125043768	125044767	15196=
125044768	125045767	15196=
125045768	125046767	15196=
125046768	125047767	15196=
125047768	125048767	15196=
125048768	125049767	15196=
125049768	125050767	15196=
125050768	125051767	15196=
125051768	125052767	15196=
125052768	125053767	15196=
125053768	125054767	15196=
125054768	125055767	15196=1X561=
125055768	125056767	561=1X275=1X1438=
125056768	125057767	1438=1X841=
125057768	125058767	841=1X4070=
125058768	125059767	4070=
125059768	125060767	4070=
125060768	125061767	4070=
125061768	125062767	4070=1X3572=
125062768	125063767	3572=
125063768	125064767	3572=
125064768	125065767	3572=
125065768	125066767	3572=7144D
125066768	125067767	7144D
125067768	125068767	7144D
125068768	125069767	7144D
125069768	125070767	7144D
125070768	125071767	7144D
125071768	125072767	7144D
125072768	125073767	7144D1320=
125073768	125074767	1320=1X4525=
125074768	125075767	4525=
125075768	125076767	4525=
125076768	125077767	4525=
125077768	125078767	4525=
125078768	125079767	4525=1X830=
125079768	125080767	830=1X2796=
125080768	125081767	2796=
125081768	125082767	2796=1X46=2041D
125082768	125083767	2041D
125083768	125084767	2041D14=1X27=1X15=1X93=
125084768	125085767	93=1X31=1X46=1X21=1X674=11566D
125085768	125086767	11566D
125086768	125087767	11566D
125087768	125088767	11566D
125088768	125089767	11566D
125089768	125090767	11566D
125090768	125091767	11566D
125091768	125092767	11566D
125092768	125093767	11566D
125093768	125094767	11566D
125094768	125095767	11566D
125095768	125096767	11566D
125096768	125097767	11566D171=1X867=
125097768	125098767	867=1X6045=
125098768	125099767	6045=
125099768	125100767	6045=
125100768	125101767	6045=
125101768	125102767	6045=
125102768	125103767	6045=
125103768	125104767	6045=1X3790=
125104768	125105767	3790=
125105768	125106767	3790=
125106768	125107767	3790=
125107768	125108767	3790=1X139=1X1026=
125108768	125109767	1026=1X5244=
125109768	125110767	5244=
125110768	125111767	5244=
125111768	125112767	5244=
125112768	125113767	5244=
125113768	125114767	5244=1X7=1X4020=
125114768	125115767	4020=
125115768	125116767	4020=
125116768	125117767	4020=
125117768	125118767	4020=2X1281=
125118768	125119767	1281=
125119768	125120767	1281=1X1606=
125120768	125121767	1606=1X3246=
125121768	125122767	3246=
125122768	125123767	3246=
125123768	125124767	3246=1X2344=
125124768	125125767	2344=
125125768	125126767	2344=
125126768	125127767	2344=1X1415=
125127768	125128767	1415=1X1439=
125128768	125129767	1439=
125129768	125130767	1439=1X6358=
125130768	125131767	6358=
125131768	125132767	6358=
125132768	125133767	6358=
125133768	125134767	6358=
125134768	125135767	6358=
125135768	125136767	6358=1X654=
125136768	125137767	654=1X177=1361I107=1X792=
125137768	125138767	792=1X471=1X9=1360I3=1I5606=
125138768	125139767	5606=
125139768	125140767	5606=
125140768	125141767	5606=
125141768	125142767	5606=
125142768	125143767	5606=
125143768	125144767	5606=1X2589=
125144768	125145767	2589=
125145768	125146767	2589=1X1566=
125146768	125147767	1566=
125147768	125148767	1566=1X377=1X11245=
125148768	125149767	11245=
125149768	125150767	11245=
125150768	125151767	11245=
125151768	125152767	11245=
125152768	125153767	11245=
125153768	125154767	11245=
125154768	125155767	11245=
125155768	125156767	11245=
125156768	125157767	11245=
125157768	125158767	11245=
125158768	125159767	11245=
125159768	125160767	11245=1X223=1X6082=
125160768	125161767	6082=
125161768	125162767	6082=
125162768	125163767	6082=
125163768	125164767	6082=
125164768	125165767	6082=
125165768	125166767	6082=1X3489=
125166768	125167767	3489=
125167768	125168767	3489=
125168768	125169767	3489=13255I1096=
125169768	125170767	1096=7138I3874=
125170768	125171767	3874=
125171768	125172767	3874=
125172768	125173767	3874=
125173768	125174767	3874=1X226=
125174768	125175767	226=1X1485=
125175768	125176767	1485=1X1584=
125176768	125177767	1584=
125177768	125178767	1584=1X572=1X1221=
125178768	125179767	1221=1X1514=
125179768	125180767	1514=
125180768	125181767	1514=1359D
125181768	125182767	1359D507=
125182768	125183767	507=1360D
125183768	125184767	1360D270=1X346=
125184768	125185767	346=1X3475=
125185768	125186767	3475=
125186768	125187767	3475=
125187768	125188767	3475=1X4208=
125188768	125189767	4208=
125189768	125190767	4208=
125190768	125191767	4208=
125191768	125192767	4208=1X7632=
125192768	125193767	7632=
125193768	125194767	7632=
125194768	125195767	7632=
125195768	125196767	7632=
125196768	125197767	7632=
125197768	125198767	7632=
125198768	125199767	7632=
125199768	125200767	7632=1X140=1X2263=
125200768	125201767	2263=
125201768	125202767	2263=1X6950=
125202768	125203767	6950=
125203768	125204767	6950=
125204768	125205767	6950=
125205768	125206767	6950=
125206768	125207767	6950=
125207768	125208767	6950=
125208768	125209767	6950=678D
125209768	125210767	678D24=1X4777=
125210768	125211767	4777=
125211768	125212767	4777=
125212768	125213767	4777=
125213768	125214767	4777=
125214768	125215767	4777=1X409=1X2=1X1=1X2014=
125215768	125216767	2014=
125216768	125217767	2014=1X7912=
125217768	125218767	7912=
125218768	125219767	7912=
125219768	125220767	7912=
125220768	125221767	7912=
125221768	125222767	7912=
125222768	125223767	7912=
125223768	125224767	7912=
125224768	125225767	7912=2380I1284=
125225768	125226767	1284=
125226768	125227767	1284=1X4=1X63=3739I322=1X4443=
125227768	125228767	4443=
125228768	125229767	4443=
125229768	125230767	4443=
125230768	125231767	4443=1X1496=
125231768	125232767	1496=
125232768	125233767	1496=1X444=1X661=
125233768	125234767	661=1X1566=
125234768	125235767	1566=
125235768	125236767	1566=1X366=1X3185=
125236768	125237767	3185=
125237768	125238767	3185=
125238768	125239767	3185=1X1363=
125239768	125240767	1363=1X6019=
125240768	125241767	6019=
125241768	125242767	6019=
125242768	125243767	6019=
125243768	125244767	6019=
125244768	125245767	6019=
125245768	125246767	6019=1361I50=
125246768	125247767	50=1X149=1X57=1X169=1X293=5441I311=
125247768	125248767	311=2041I720=1X6231=
125248768	125249767	6231=
125249768	125250767	6231=
125250768	125251767	6231=
125251768	125252767	6231=
125252768	125253767	6231=
125253768	125254767	6231=1X1240=
125254768	125255767	1240=
125255768	125256767	1240=2040I1833=
125256768	125257767	1833=
125257768	125258767	1833=1X790=1X1466=
125258768	125259767	1466=
125259768	125260767	1466=1X1195=
125260768	125261767	1195=14283I3042=
125261768	125262767	3042=
125262768	125263767	3042=
125263768	125264767	3042=1X128=1X1=1X1558=
125264768	125265767	1558=
125265768	125266767	1558=1X1107=
125266768	125267767	1107=1X823=
125267768	125268767	823=1X1096=
125268768	125269767	1096=1X1113=
125269768	125270767	1113=1X2748=
125270768	125271767	2748=
125271768	125272767	2748=
125272768	125273767	2748=1X2997=
125273768	125274767	2997=
125274768	125275767	2997=
125275768	125276767	2997=1X1653=
125276768	125277767	1653=1X88=1X2298=
125277768	125278767	2298=
125278768	125279767	2298=
125279768	125280767	2298=1X2161=
125280768	125281767	2161=
125281768	125282767	2161=1X484=19384I3345=
125282768	125283767	3345=
125283768	125284767	3345=
125284768	125285767	3345=
125285768	125286767	3345=1X1235=
125286768	125287767	1235=1X1604=
125287768	125288767	1604=1X8152=
125288768	125289767	8152=
125289768	125290767	8152=
125290768	125291767	8152=
125291768	125292767	8152=
125292768	125293767	8152=
125293768	125294767	8152=
125294768	125295767	8152=
125295768	125296767	8152=
125296768	125297767	8152=1X2271=
125297768	125298767	2271=
125298768	125299767	2271=1X316=1X6237=
125299768	125300767	6237=
125300768	125301767	6237=
125301768	125302767	6237=
125302768	125303767	6237=
125303768	125304767	6237=
125304768	125305767	6237=5778D
125305768	125306767	5778D
125306768	125307767	5778D
125307768	125308767	5778D
125308768	125309767	5778D
125309768	125310767	5778D
125310768	125311767	5778D105=1X234=
125311768	125312767	234=1X156=1X4304=
125312768	125313767	4304=
125313768	125314767	4304=
125314768	125315767	4304=
125315768	125316767	4304=1X4800=
125316768	125317767	4800=
125317768	125318767	4800=
125318768	125319767	4800=
125319768	125320767	4800=
125320768	125321767	4800=1X1755=
125321768	125322767	1755=
125322768	125323767	1755=1X1810=
125323768	125324767	1810=1X321=
125324768	125325767	321=2X4956=
125325768	125326767	4956=
125326768	125327767	4956=
125327768	125328767	4956=
125328768	125329767	4956=
125329768	125330767	4956=1X1421=
125330768	125331767	1421=1X2024=
125331768	125332767	2024=
125332768	125333767	2024=1360D
125333768	125334767	1360D
125334768	125335767	1360D1011=
125335768	125336767	1011=1X4624=
125336768	125337767	4624=
125337768	125338767	4624=
125338768	125339767	4624=
125339768	125340767	4624=1X6=1X4150=
125340768	125341767	4150=
125341768	125342767	4150=
125342768	125343767	4150=
125343768	125344767	4150=340D
125344768	125345767	340D6828=
125345768	125346767	6828=
125346768	125347767	6828=
125347768	125348767	6828=
125348768	125349767	6828=
125349768	125350767	6828=
125350768	125351767	6828=1X396=
125351768	125352767	396=1X2727=
125352768	125353767	2727=
125353768	125354767	2727=
125354768	125355767	2727=9995I10278D
125355768	125356767	10278D
125356768	125357767	10278D
125357768	125358767	10278D
125358768	125359767	10278D
125359768	125360767	10278D
125360768	125361767	10278D
125361768	125362767	10278D
125362768	125363767	10278D
125363768	125364767	10278D
125364768	125365767	10278D1010=
125365768	125366767	1010=1X2530=
125366768	125367767	2530=
125367768	125368767	2530=1X2589=
125368768	125369767	2589=
125369768	125370767	2589=
125370768	125371767	2589=1X387=1X659=
125371768	125372767	659=1X7=1X2721=
125372768	125373767	2721=
125373768	125374767	2721=
125374768	125375767	2721=340D212=1X980=
125375768	125376767	980=1360I1241=
125376768	125377767	1241=
125377768	125378767	1241=1X1201=
125378768	125379767	1201=1I8922=
125379768	125380767	8922=
125380768	125381767	8922=
125381768	125382767	8922=
125382768	125383767	8922=
125383768	125384767	8922=
125384768	125385767	8922=
125385768	125386767	8922=
125386768	125387767	8922=
125387768	125388767	8922=2040I5845=
125388768	125389767	5845=
125389768	125390767	5845=
125390768	125391767	5845=
125391768	125392767	5845=
125392768	125393767	5845=
125393768	125394767	5845=1X4596=
125394768	125395767	4596=
125395768	125396767	4596=
125396768	125397767	4596=
125397768	125398767	4596=1X4600=
125398768	125399767	4600=
125399768	125400767	4600=
125400768	125401767	4600=
125401768	125402767	4600=
125402768	125403767	4600=1X319=1X15284=
125403768	125404767	15284=
125404768	125405767	15284=
125405768	125406767	15284=
125406768	125407767	15284=
125407768	125408767	15284=
125408768	125409767	15284=
125409768	125410767	15284=
125410768	125411767	15284=
125411768	125412767	15284=
125412768	125413767	15284=
125413768	125414767	15284=
125414768	125415767	15284=
125415768	125416767	15284=
125416768	125417767	15284=
125417768	125418767	15284=1X2307=
125418768	125419767	2307=
125419768	125420767	2307=
125420768	125421767	2307=1X12=1X2234=
125421768	125422767	2234=
125422768	125423767	2234=1X1722=
125423768	125424767	1722=
125424768	125425767	1722=1X23=1X6093=
125425768	125426767	6093=
125426768	125427767	6093=
125427768	125428767	6093=
125428768	125429767	6093=
125429768	125430767	6093=
125430768	125431767	6093=5775D
125431768	125432767	5775D
125432768	125433767	5775D
125433768	125434767	5775D
125434768	125435767	5775D
125435768	125436767	5775D
125436768	125437767	5775D2641=
125437768	125438767	2641=
125438768	125439767	2641=1X2487=
125439768	125440767	2487=
125440768	125441767	2487=
125441768	125442767	2487=1X6445=
125442768	125443767	6445=
125443768	125444767	6445=
125444768	125445767	6445=
125445768	125446767	6445=
125446768	125447767	6445=
125447768	125448767	6445=1X1608=
125448768	125449767	1608=
125449768	125450767	1608=1X783=1X1747=
125450768	125451767	1747=
125451768	125452767	1747=1X692=
125452768	125453767	692=1X3698=
125453768	125454767	3698=
125454768	125455767	3698=
125455768	125456767	3698=
125456768	125457767	3698=1X3=1X40=1X2121=
125457768	125458767	2121=
125458768	125459767	2121=1X1118=
125459768	125460767	1118=1X1956=
125460768	125461767	1956=
125461768	125462767	1956=1X92=1X1179=
125462768	125463767	1179=6108D
125463768	125464767	6108D
125464768	125465767	6108D
125465768	125466767	6108D
125466768	125467767	6108D
125467768	125468767	6108D
125468768	125469767	6108D115=1X3615=
125469768	125470767	3615=
125470768	125471767	3615=
125471768	125472767	3615=
125472768	125473767	3615=1X1608=
125473768	125474767	1608=
125474768	125475767	1608=1X2423=
125475768	125476767	2423=
125476768	125477767	2423=1X1320=
125477768	125478767	1320=1X776=
125478768	125479767	776=1X436=
125479768	125480767	436=4076D
125480768	125481767	4076D
125481768	125482767	4076D
125482768	125483767	4076D
125483768	125484767	4076D551=1X815=
125484768	125485767	815=1X2596=
125485768	125486767	2596=
125486768	125487767	2596=
125487768	125488767	2596=1X3479=
125488768	125489767	3479=
125489768	125490767	3479=
125490768	125491767	3479=1X1802=
125491768	125492767	1802=
125492768	125493767	1802=1X2982=
125493768	125494767	2982=
125494768	125495767	2982=
125495768	125496767	2982=1X2473=
125496768	125497767	2473=
125497768	125498767	2473=1X2512=
125498768	125499767	2512=
125499768	125500767	2512=
125500768	125501767	2512=1X1881=
125501768	125502767	1881=
125502768	125503767	1881=1X1513=
125503768	125504767	1513=8152I3525=
125504768	125505767	3525=
125505768	125506767	3525=
125506768	125507767	3525=
125507768	125508767	3525=1X1610=
125508768	125509767	1610=1X236=
125509768	125510767	236=1X139=1X14=1X3=1X5=1X26=1D12=1X6=1X96=1X430=1X93=1X516=
125510768	125511767	516=4D1840=
125511768	125512767	1840=
125512768	125513767	1840=1X5237=
125513768	125514767	5237=
125514768	125515767	5237=
125515768	125516767	5237=
125516768	125517767	5237=
125517768	125518767	5237=1699I78=1X877=
125518768	125519767	877=1X6503=
125519768	125520767	6503=
125520768	125521767	6503=
125521768	125522767	6503=
125522768	125523767	6503=
125523768	125524767	6503=
125524768	125525767	6503=1X3346=
125525768	125526767	3346=
125526768	125527767	3346=
125527768	125528767	3346=
125528768	125529767	3346=1X2229=
125529768	125530767	2229=
125530768	125531767	2229=1X1574=
125531768	125532767	1574=
125532768	125533767	1574=1X1778=
125533768	125534767	1778=1X3=1359I5463=
125534768	125535767	5463=
125535768	125536767	5463=
125536768	125537767	5463=
125537768	125538767	5463=
125538768	125539767	5463=
125539768	125540767	5463=1359I3479=
125540768	125541767	3479=
125541768	125542767	3479=
125542768	125543767	3479=680I522=
125543768	125544767	522=1X2396=
125544768	125545767	2396=
125545768	125546767	2396=1X651=
125546768	125547767	651=340D1462=
125547768	125548767	1462=
125548768	125549767	1462=1X699=1X1231=
125549768	125550767	1231=
125550768	125551767	1231=1X245=1360D
125551768	125552767	1360D438=
125552768	125553767	438=1X3=1I1270=
125553768	125554767	1270=1X514=
125554768	125555767	514=1X51=1X5132=
125555768	125556767	5132=
125556768	125557767	5132=
125557768	125558767	5132=
125558768	125559767	5132=
125559768	125560767	5132=1X461=341I901=
125560768	125561767	901=1X1566=
125561768	125562767	1566=
125562768	125563767	1566=1X1720=
125563768	125564767	1720=1X415=
125564768	125565767	415=1X1579=
125565768	125566767	1579=1X1097=
125566768	125567767	1097=340D
125567768	125568767	340D483=3341D
125568768	125569767	3341D
125569768	125570767	3341D
125570768	125571767	3341D
125571768	125572767	3341D529=25641D
125572768	125573767	25641D
125573768	125574767	25641D
125574768	125575767	25641D
125575768	125576767	25641D
125576768	125577767	25641D
125577768	125578767	25641D
125578768	125579767	25641D
125579768	125580767	25641D
125580768	125581767	25641D
125581768	125582767	25641D
125582768	125583767	25641D
125583768	125584767	25641D
125584768	125585767	25641D
125585768	125586767	25641D
125586768	125587767	25641D
125587768	125588767	25641D
125588768	125589767	25641D
125589768	125590767	25641D
125590768	125591767	25641D
125591768	125592767	25641D
125592768	125593767	25641D
125593768	125594767	25641D
125594768	125595767	25641D
125595768	125596767	25641D
125596768	125597767	25641D
125597768	125598767	25641D2760=
125598768	125599767	2760=
125599768	125600767	2760=
125600768	125601767	2760=1X95=1X150=1X5457=
125601768	125602767	5457=
125602768	125603767	5457=
125603768	125604767	5457=
125604768	125605767	5457=
125605768	125606767	5457=1X155=1X1050=
125606768	125607767	1050=1X495=
125607768	125608767	495=1X3789=
125608768	125609767	3789=
125609768	125610767	3789=
125610768	125611767	3789=
125611768	125612767	3789=1X2021=
125612768	125613767	2021=
125613768	125614767	2021=1X1531=
125614768	125615767	1531=8442D
125615768	125616767	8442D
125616768	125617767	8442D
125617768	125618767	8442D
125618768	125619767	8442D
125619768	125620767	8442D
125620768	125621767	8442D
125621768	125622767	8442D
125622768	125623767	8442D
125623768	125624767	8442D4477=
125624768	125625767	4477=
125625768	125626767	4477=
125626768	125627767	4477=
125627768	125628767	4477=1X398=
125628768	125629767	398=1360D
125629768	125630767	1360D1072=
125630768	125631767	1072=1X2537=
125631768	125632767	2537=
125632768	125633767	2537=
125633768	125634767	2537=1X246=1X589=1X4836=
125634768	125635767	4836=
125635768	125636767	4836=
125636768	125637767	4836=
125637768	125638767	4836=
125638768	125639767	4836=1X4405=
125639768	125640767	4405=
125640768	125641767	4405=
125641768	125642767	4405=
125642768	125643767	4405=
125643768	125644767	4405=2039D
125644768	125645767	2039D
125645768	125646767	2039D793=341D
125646768	125647767	341D2719=
125647768	125648767	2719=
125648768	125649767	2719=
125649768	125650767	2719=1X1582=
125650768	125651767	1582=1X5459=
125651768	125652767	5459=
125652768	125653767	5459=
125653768	125654767	5459=
125654768	125655767	5459=
125655768	125656767	5459=
125656768	125657767	5459=1357I409=1X5112=
125657768	125658767	5112=
125658768	125659767	5112=
125659768	125660767	5112=
125660768	125661767	5112=
125661768	125662767	5112=1X1852=
125662768	125663767	1852=
